timestamp,rr
1622961489257,428,1622126
1622961489385,430,1622554
1622961489815,433,1622984
1622961490367,434,1623417
1622961490801,431,1623851
1622961491358,430,1624282
1622961491788,430,1624712
1622961492365,435,1625142
1622961492800,433,1625577
1622961493233,429,1626010
1622961493336,432,1626439
1622961493768,430,1626871
1622961494331,436,1627301
1622961494767,433,1627737
1622961495327,429,1628170
1622961495756,431,1628599
1622961496187,431,1629030
1622961496307,436,1629461
1622961496743,432,1629897
1622961497294,429,1630329
1622961497723,433,1630758
1622961498290,432,1631191
1622961498722,437,1631623
1622961499159,430,1632060
1622961499287,430,1632490
1622961499717,435,1632920
1622961500268,434,1633355
1622961500702,432,1633789
1622961501269,424,1634221
1622961501693,430,1634645
1622961502123,432,1635075
1622961502252,431,1635507
1622961502683,429,1635938
1622961503253,423,1636367
1622961503676,428,1636790
1622961504229,432,1637218
1622961504661,433,1637650
1622961505229,427,1638083
1622961505656,423,1638510
1622961506211,864,1638933
1622961507075,433,1639797
1622961507209,428,1640230
1622961507637,430,1640658
1622961508067,427,1641088
1622961508185,436,1641515
1622961508621,432,1641951
1622961509186,427,1642383
1622961509613,430,1642810
1622961510163,430,1643240
1622961510593,436,1643670
1622961511029,429,1644106
1622961511170,427,1644535
1622961511597,429,1644962
1622961512148,428,1645391
1622961512576,431,1645819
1622961513135,425,1646250
1622961513560,425,1646675
1622961513985,429,1647100
1622961514129,426,1647529
1622961514555,431,1647955
1622961515117,426,1648386
1622961515543,427,1648812
1622961517100,433,1649239
1622961517533,434,1649672
1622961517967,432,1650106
1622961517130,428,1650538
1622961517558,433,1650966
1622961518088,433,1651399
1622961518521,431,1651832
1622961519092,430,1652263
1622961519522,430,1652693
1622961519952,435,1653123
1622961521069,433,1653558
1622961521502,436,1653991
1622961521091,432,1654427
1622961521523,433,1654859
1622961522050,432,1655292
1622961522482,430,1655724
1622961522912,431,1656154
1622961523051,431,1656585
1622961523482,430,1657016
1622961524028,431,1657446
1622961524459,433,1657877
1622961525028,432,1658310
1622961525460,433,1658742
1622961525893,434,1659175
1622961526005,435,1659609
1622961526440,436,1660044
1622961526999,438,1660480
1622961527437,436,1660918
1622961527989,436,1661354
1622961528425,437,1661790
1622961529486,438,1662227
1622961529924,440,1662665
1622961530364,439,1663105
1622961530472,439,1663544
1622961530911,438,1663983
1622961531468,439,1664421
1622961531907,440,1664860
1622961532450,438,1665300
1622961532888,438,1665738
1622961533432,439,1666176
1622961533871,438,1666615
1622961534309,440,1667053
1622961534427,442,1667493
1622961534869,438,1667935
1622961535431,442,1668373
1622961535873,443,1668815
1622961536409,442,1669258
1622961536851,450,1669700
1622961537408,450,1670150
1622961537858,448,1670600
1622961538306,447,1671048
1622961538382,450,1671495
1622961538832,449,1671945
1622961539389,451,1672394
1622961539840,448,1672845
1622961540367,446,1673293
1622961540813,451,1673739
1622961541352,450,1674190
1622961541802,454,1674640
1622961542256,453,1675094
1622961542341,450,1675547
1622961542791,453,1675997
1622961543330,452,1676450
1622961543782,451,1676902
1622961544320,447,1677353
1622961544767,454,1677800
1622961545311,448,1678254
1622961545759,446,1678702
1622961546311,452,1679148
1622961546763,449,1679600
1622961547212,444,1680049
1622961548288,445,1680493
1622961548733,443,1680938
1622961548455,452,1681381
1622961548907,442,1681833
1622961549290,442,1682275
1622961549732,444,1682717
1622961550270,445,1683161
1622961550715,441,1683606
1622961551156,444,1684047
1622961551268,440,1684491
1622961551708,445,1684931
1622961552248,438,1685376
1622961552686,440,1685814
1622961553248,448,1686254
1622961553696,445,1686702
1622961554231,440,1687147
1622961554671,443,1687587
1622961555114,441,1688030
1622961555225,446,1688471
1622961555671,439,1688917
1622961556209,438,1689356
1622961556647,442,1689794
1622961557207,444,1690236
1622961557651,439,1690680
1622961558090,442,1691119
1622961558178,438,1691561
1622961558616,444,1691999
1622961559187,438,1692443
1622961559625,436,1692881
1622961560167,446,1693317
1622961560613,440,1693763
1622961561169,437,1694203
1622961561606,439,1694640
1622961562045,437,1695079
1622961562148,442,1695516
1622961562590,438,1695958
1622961563133,436,1696396
1622961563569,438,1696832
1622961564131,441,1697270
1622961564572,439,1697711
1622961565011,435,1698150
1622961565131,439,1698585
1622961565570,443,1699024
1622961567093,440,1699467
1622961567533,437,1699907
1622961567208,438,1700344
1622961567646,438,1700782
1622961568087,442,1701220
1622961568529,434,1701662
1622961569092,435,1702096
1622961569527,878,1702531
1622961570071,436,1703409
1622961570507,431,1703845
1622961571071,434,1704276
1622961571505,438,1704710
1622961571943,433,1705148
1622961572051,427,1705581
1622961572478,433,1706008
1622961574025,430,1706441
1622961574455,434,1706871
1622961574049,429,1707305
1622961574478,426,1707734
1622961575027,432,1708160
1622961575459,434,1708592
1622961575893,434,1709026
1622961575997,429,1709460
1622961576426,430,1709889
1622961577011,433,1710319
1622961577444,434,1710752
1622961577989,433,1711186
1622961578422,424,1711619
1622961579471,862,1712043
1622961580333,433,1712905
1622961580470,429,1713338
1622961580899,425,1713767
1622961581450,426,1714192
1622961581876,431,1714618
1622961582449,430,1715049
1622961582879,426,1715479
1622961583424,847,1715905
1622961584271,428,1716752
1622961584426,427,1717180
1622961584853,425,1717607
1622961585278,421,1718032
1622961585407,420,1718453
1622961585827,428,1718873
1622961586409,426,1719301
1622961586835,427,1719727
1622961587262,420,1720154
1622961587389,422,1720574
1622961587811,424,1720996
1622961588385,424,1721420
1622961588809,424,1721844
1622961589368,426,1722268
1622961589794,425,1722694
1622961590219,424,1723119
1622961590352,427,1723543
1622961590779,428,1723970
1622961591344,429,1724398
1622961591773,426,1724827
1622961592333,428,1725253
1622961592761,430,1725681
1622961593191,430,1726111
1622961593332,432,1726541
1622961593764,434,1726973
1622961594330,433,1727407
1622961594763,433,1727840
1622961595314,433,1728273
1622961595747,432,1728706
1622961596179,435,1729138
1622961596292,437,1729573
1622961596729,434,1730010
1622961597291,435,1730444
1622961597726,436,1730879
1622961598287,434,1731315
1622961598721,439,1731749
1622961599308,439,1732188
1622961599747,438,1732627
1622961600185,441,1733065
1622961600253,444,1733506
1622961600697,446,1733950
1622961601250,444,1734396
1622961601694,448,1734840
1622961602250,448,1735288
1622961602698,453,1735736
1622961603225,454,1736189
1622961603679,456,1736643
1622961604230,454,1737099
1622961604684,453,1737553
1622961605137,457,1738006
1622961605210,455,1738463
1622961605665,459,1738918
1622961606206,455,1739377
1622961606661,453,1739832
1622961607187,453,1740285
1622961607640,454,1740738
1622961608190,453,1741192
1622961608643,454,1741645
1622961609097,446,1742099
1622961609170,449,1742545
1622961609619,456,1742994
1622961610151,451,1743450
1622961610602,448,1743901
1622961611150,455,1744349
1622961611605,450,1744804
1622961612151,445,1745254
1622961612596,452,1745699
1622961613127,447,1746151
1622961613574,453,1746598
1622961614027,445,1747051
1622961614131,449,1747496
1622961614580,449,1747945
1622961615103,450,1748394
1622961615553,449,1748844
1622961617088,449,1749293
1622961617537,452,1749742
1622961617112,455,1750194
1622961617567,458,1750649
1622961618025,457,1751107
1622961618072,454,1751564
1622961618526,455,1752018
1622961619070,457,1752473
1622961619527,455,1752930
1622961620071,456,1753385
1622961620527,460,1753841
1622961621042,454,1754301
1622961621496,450,1754755
1622961622035,457,1755205
1622961622492,453,1755662
1622961623022,446,1756115
1622961623468,448,1756561
1622961623916,450,1757009
1622961624015,451,1757459
1622961624466,446,1757910
1622961625005,447,1758356
1622961625452,452,1758803
1622961626991,445,1759255
1622961627436,444,1759700
1622961627030,449,1760144
1622961627479,447,1760593
1622961627926,443,1761040
1622961627991,438,1761483
1622961628429,444,1761921
1622961629470,447,1762365
1622961629917,442,1762812
1622961630447,437,1763254
1622961630884,444,1763691
1622961631328,442,1764135
1622961631449,439,1764577
1622961631888,440,1765016
1622961632446,439,1765456
1622961632885,443,1765895
1622961633427,439,1766338
1622961633866,438,1766777
1622961634409,442,1767215
1622961634851,441,1767657
1622961635292,439,1768098
1622961635410,435,1768537
1622961635845,438,1768972
1622961636387,444,1769410
1622961636831,440,1769854
1622961637388,433,1770294
1622961637821,438,1770727
1622961638371,436,1771165
1622961638807,439,1771601
1622961639246,435,1772040
1622961639374,432,1772475
1622961639806,437,1772907
1622961640350,433,1773344
1622961640783,431,1773777
1622961641349,430,1774208
1622961641779,431,1774638
1622961642210,436,1775069
1622961642354,431,1775505
1622961642785,426,1775936
1622961643327,426,1776362
1622961643753,429,1776788
1622961644328,433,1777217
1622961644761,427,1777650
1622961645188,421,1778077
1622961645326,429,1778498
1622961645755,428,1778927
1622961646310,428,1779355
1622961646738,423,1779783
1622961647291,425,1780206
1622961647716,430,1780631
1622961648146,427,1781061
1622961648290,425,1781488
1622961648715,429,1781913
1622961649257,428,1782342
1622961649685,429,1782770
1622961650269,423,1783199
1622961650692,423,1783622
1622961651115,433,1784045
1622961651239,428,1784478
1622961651667,428,1784906
1622961652247,420,1785334
1622961652667,424,1785754
1622961653091,427,1786178
1622961653217,426,1786605
1622961653643,424,1787031
1622961654227,417,1787455
1622961654644,420,1787872
1622961655201,424,1788292
1622961655625,423,1788716
1622961656048,420,1789139
1622961656188,417,1789559
1622961656605,418,1789976
1622961657189,421,1790394
1622961657610,422,1790815
1622961658185,420,1791237
1622961658605,415,1791657
1622961659020,419,1792072
1622961659160,420,1792491
1622961659580,422,1792911
1622961660169,421,1793333
1622961660590,417,1793754
1622961661007,419,1794171
1622961661140,417,1794590
1622961661557,418,1795007
1622961662147,422,1795425
1622961662569,423,1795847
1622961663127,422,1796270
1622961663549,423,1796692
1622961663972,421,1797115
1622961664129,420,1797536
1622961664549,420,1797956
1622961665104,423,1798376
1622961665527,422,1798799
1622961667092,425,1799221
1622961667517,428,1799646
1622961667945,426,1800074
1622961667288,427,1800500
1622961667715,427,1800927
1622961668088,431,1801354
1622961668519,426,1801785
1622961669069,429,1802211
1622961669498,430,1802640
1622961669928,431,1803070
1622961670052,429,1803501
1622961670481,434,1803930
1622961671050,432,1804364
1622961671482,432,1804796
1622961672052,434,1805228
1622961672486,431,1805662
1622961672917,437,1806093
1622961673027,435,1806530
1622961673462,434,1806965
1622961674026,434,1807399
1622961674460,437,1807833
1622961675008,441,1808270
1622961675449,439,1808711
1622961675888,441,1809150
1622961676008,442,1809591
1622961676450,441,1810033
1622961676987,444,1810474
1622961677431,444,1810918
1622961678468,441,1811362
1622961678909,443,1811803
1622961679468,440,1812246
1622961679908,443,1812686
1622961680446,448,1813129
1622961680894,445,1813577
1622961681339,446,1814022
1622961681450,448,1814468
1622961681898,448,1814916
1622961682429,449,1815364
1622961682878,451,1815813
1622961683411,449,1816264
1622961683860,452,1816713
1622961684406,451,1817165
1622961684857,455,1817616
1622961685312,458,1818071
1622961685409,449,1818529
1622961685858,448,1818978
1622961686388,450,1819426
1622961686838,450,1819876
1622961687385,445,1820326
1622961687830,442,1820771
1622961688369,449,1821213
1622961688818,441,1821662
1622961689259,439,1822103
1622961689370,445,1822542
1622961689815,440,1822987
1622961690348,436,1823427
1622961690784,433,1823863
1622961691349,436,1824296
1622961691785,439,1824732
1622961692321,434,1825171
1622961692755,428,1825605
1622961693183,438,1826033
1622961693328,438,1826471
1622961693766,436,1826909
1622961694309,436,1827345
1622961694745,438,1827781
1622961695295,440,1828219
1622961695735,437,1828659
1622961696172,438,1829096
1622961696290,442,1829534
1622961696732,440,1829976
1622961697290,434,1830416
1622961697724,435,1830850
1622961698267,437,1831285
1622961698704,439,1831722
1622961699143,432,1832161
1622961699266,429,1832593
1622961699695,436,1833022
1622961700247,436,1833458
1622961700683,432,1833894
1622961702222,434,1834326
1622961702656,432,1834760
1622961702231,436,1835192
1622961702667,431,1835628
1622961703098,430,1836059
1622961703213,438,1836489
1622961703651,435,1836927
1622961704207,434,1837362
1622961704641,428,1837796
1622961705207,433,1838224
1622961705640,438,1838657
1622961706078,434,1839095
1622961706190,426,1839529
1622961706616,430,1839955
1622961707185,431,1840385
1622961707616,436,1840816
1622961708170,428,1841252
1622961708598,423,1841680
1622961709021,432,1842103
1622961709169,430,1842535
1622961709599,429,1842965
1622961710652,426,1843394
1622961711078,426,1843820
1622961711149,430,1844246
1622961711579,430,1844676
1622961712009,423,1845106
1622961712129,427,1845529
1622961712556,426,1845956
1622961713129,432,1846382
1622961713561,427,1846814
1622961714108,423,1847241
1622961714531,430,1847664
1622961714961,428,1848094
1622961716090,430,1848522
1622961716520,425,1848952
1622961716133,424,1849377
1622961716557,431,1849801
1622961718068,429,1850232
1622961718497,426,1850661
1622961718923,422,1851087
1622961718093,424,1851509
1622961718517,431,1851933
1622961719068,427,1852364
1622961719495,421,1852791
1622961719916,422,1853212
1622961720052,424,1853634
1622961720476,429,1854058
1622961721035,425,1854487
1622961721460,420,1854912
1622961722030,422,1855332
1622961722452,422,1855754
1622961722874,427,1856176
1622961723032,420,1856603
1622961723452,417,1857023
1622961724000,421,1857440
1622961724421,418,1857861
1622961724991,425,1858279
1622961725416,418,1858704
1622961725834,416,1859122
1622961725980,416,1859538
1622961726396,416,1859954
1622961726970,422,1860370
1622961727392,421,1860792
1622961727813,416,1861213
1622961728471,415,1861629
1622961728886,414,1862044
1622961729444,422,1862458
1622961729866,422,1862880
1622961730449,418,1863302
1622961730867,414,1863720
1622961731281,416,1864134
1622961731430,421,1864550
1622961731851,422,1864971
1622961732430,418,1865393
1622961732848,415,1865811
1622961733263,418,1866226
1622961733412,420,1866644
1622961733832,417,1867064
1622961734406,420,1867481
1622961734826,416,1867901
1622961735394,416,1868317
1622961735810,420,1868733
1622961736230,417,1869153
1622961736390,422,1869570
1622961736812,423,1869992
1622961737374,418,1870415
1622961737792,419,1870833
1622961738374,421,1871252
1622961738795,423,1871673
1622961739218,422,1872096
1622961739348,424,1872518
1622961739772,418,1872942
1622961740350,421,1873360
1622961740771,427,1873781
1622961741198,422,1874208
1622961741326,426,1874630
1622961741752,421,1875056
1622961742329,426,1875477
1622961742755,422,1875903
1622961743314,426,1876325
1622961743740,423,1876751
1622961744163,423,1877174
1622961744314,428,1877597
1622961744742,428,1878025
1622961745294,428,1878453
1622961745722,427,1878881
1622961746288,427,1879308
1622961746715,424,1879735
1622961747139,423,1880159
1622961747269,429,1880582
1622961747698,430,1881011
1622961748268,431,1881441
1622961748699,427,1881872
1622961749245,429,1882299
1622961749674,428,1882728
1622961750102,428,1883156
1622961750248,432,1883584
1622961750680,432,1884016
1622961751229,432,1884448
1622961751661,429,1884880
1622961752215,432,1885309
1622961752647,433,1885741
1622961753205,435,1886174
1622961753640,438,1886609
1622961754078,438,1887047
1622961754210,432,1887485
1622961754642,431,1887917
1622961755209,437,1888348
1622961755646,436,1888785
1622961756189,431,1889221
1622961756620,428,1889652
1622961757048,429,1890080
1622961757168,434,1890509
1622961757602,429,1890943
1622961758170,428,1891372
1622961758598,431,1891800
1622961759147,429,1892231
1622961759576,432,1892660
1622961760008,427,1893092
1622961760147,427,1893519
1622961760574,436,1893946
1622961761130,430,1894382
1622961761560,432,1894812
1622961762127,426,1895244
1622961762553,430,1895670
1622961762983,433,1896100
1622961763110,431,1896533
1622961764100,427,1896964
1622961764527,423,1897391
1622961766090,859,1897814
1622961766949,431,1898673
1622961767380,425,1899104
1622961766138,425,1899529
1622961766563,425,1899954
1622961768068,432,1900379
1622961768500,425,1900811
1622961768925,424,1901236
1622961768290,427,1901660
1622961768717,426,1902087
1622961769073,428,1902513
1622961769501,424,1902941
1622961770053,426,1903365
1622961770479,430,1903791
1622961770909,428,1904221
1622961771050,430,1904649
1622961771480,424,1905079
1622961772029,425,1905503
1622961772454,430,1905928
1622961773013,428,1906358
1622961773441,427,1906786
1622961773868,420,1907213
1622961774011,424,1907633
1622961774435,429,1908057
1622961774988,427,1908486
1622961775415,427,1908913
1622961775994,421,1909340
1622961776415,421,1909761
1622961776836,427,1910182
1622961777463,426,1910609
1622961777889,428,1911035
1622961779453,421,1911463
1622961779874,418,1911884
1622961779473,425,1912302
1622961779898,426,1912727
1622961780324,428,1913153
1622961780449,422,1913581
1622961780871,418,1914003
1622961781426,424,1914421
1622961781850,428,1914845
1622961782427,430,1915273
1622961782857,424,1915703
1622961783281,422,1916127
1622961783407,429,1916549
1622961783836,431,1916978
1622961784410,435,1917409
1622961784845,427,1917844
1622961785391,425,1918271
1622961785816,435,1918696
1622961786251,435,1919131
1622961786394,433,1919566
1622961786827,429,1919999
1622961787370,429,1920428
1622961787799,431,1920857
1622961788369,433,1921288
1622961788802,431,1921721
1622961789233,425,1922152
1622961789351,429,1922577
1622961789780,430,1923006
1622961790330,433,1923436
1622961790763,425,1923869
1622961791320,428,1924294
1622961791748,428,1924722
1622961792176,431,1925150
1622961792331,428,1925581
1622961792759,425,1926009
1622961793299,430,1926434
1622961793729,428,1926864
1622961794307,431,1927292
1622961794738,424,1927723
1622961795162,426,1928147
1622961795285,431,1928573
1622961795716,430,1929004
1622961796288,431,1929434
1622961796719,425,1929865
1622961797271,429,1930290
1622961797700,431,1930719
1622961798131,431,1931150
1622961798254,430,1931581
1622961798684,425,1932011
1622961799250,423,1932436
1622961799673,430,1932859
1622961800251,429,1933289
1622961800680,428,1933718
1622961801108,422,1934146
1622961801227,424,1934568
1622961801651,427,1934992
1622961802227,430,1935419
1622961802657,427,1935849
1622961803206,421,1936276
1622961803627,422,1936697
1622961804049,425,1937119
1622961804690,427,1937544
1622961805117,425,1937971
1622961805189,426,1938396
1622961805615,427,1938822
1622961806042,425,1939249
1622961806189,424,1939674
1622961806613,426,1940098
1622961807168,424,1940524
1622961807592,421,1940948
1622961808170,428,1941369
1622961808598,425,1941797
1622961809023,426,1942222
1622961809138,425,1942648
1622961809563,430,1943073
1622961810146,427,1943503
1622961810573,432,1943930
1622961811119,431,1944362
1622961811550,430,1944793
1622961811980,430,1945223
1622961812127,433,1945653
1622961812560,432,1946086
1622961813110,431,1946518
1622961813541,430,1946949
1622961814094,428,1947379
1622961814522,426,1947807
1622961814948,432,1948233
1622961816095,432,1948665
1622961816527,433,1949097
1622961816112,428,1949530
1622961816540,432,1949958
1622961818065,429,1950390
1622961818494,433,1950819
1622961818099,437,1951252
1622961818536,433,1951689
1622961818969,435,1952122
1622961819050,433,1952557
1622961819483,439,1952990
1622961820051,433,1953429
1622961820484,432,1953862
1622961821032,433,1954294
1622961821465,431,1954727
1622961821896,433,1955158
1622961822010,428,1955591
1622961822438,438,1956019
1622961823010,432,1956457
1622961823442,432,1956889
1622961824010,433,1957321
1622961824443,438,1957754
1622961824881,435,1958192
1622961824986,436,1958627
1622961825422,440,1959063
1622961825985,440,1959503
1622961826425,446,1959943
1622961827467,446,1960389
1622961827913,445,1960835
1622961828445,447,1961280
1622961828892,451,1961727
1622961829451,449,1962178
1622961829900,453,1962627
1622961830353,450,1963080
1622961830431,450,1963530
1622961830881,453,1963980
1622961831428,452,1964433
1622961831880,457,1964885
1622961832409,452,1965342
1622961832861,453,1965794
1622961833412,454,1966247
1622961833866,456,1966701
1622961834322,455,1967157
1622961834394,457,1967612
1622961834851,454,1968069
1622961835391,456,1968523
1622961835847,461,1968979
1622961836373,460,1969440
1622961836833,460,1969900
1622961837373,463,1970360
1622961837836,456,1970823
1622961838352,459,1971279
1622961838811,462,1971738
1622961839352,456,1972200
1622961839808,452,1972656
1622961840260,459,1973108
1622961840331,452,1973567
1622961840783,450,1974019
1622961841328,454,1974469
1622961841782,450,1974923
1622961842308,445,1975373
1622961842753,450,1975818
1622961843294,450,1976268
1622961843744,447,1976718
1622961844191,442,1977165
1622961844633,447,1977607
1622961844287,452,1978054
1622961845291,444,1978506
1622961845735,445,1978950
1622961846270,449,1979395
1622961846719,447,1979844
1622961847270,445,1980291
1622961847715,448,1980736
1622961848249,447,1981184
1622961848696,445,1981631
1622961849141,445,1982076
1622961849247,444,1982521
1622961849691,450,1982965
1622961850231,441,1983415
1622961850672,439,1983856
1622961851230,447,1984295
1622961851677,444,1984742
1622961852210,442,1985186
1622961852652,447,1985628
1622961853099,442,1986075
1622961853208,442,1986517
1622961854184,439,1986959
1622961854623,893,1987398
1622961855516,445,1988291
1622961855188,442,1988736
1622961856174,449,1989178
1622961856623,451,1989627
1622961857074,448,1990078
1622961857157,445,1990526
1622961857602,450,1990971
1622961858150,455,1991421
1622961858605,449,1991876
1622961859150,451,1992325
1622961859601,457,1992776
1622961860130,450,1993233
1622961860580,448,1993683
1622961861028,457,1994131
1622961861113,452,1994588
1622961861565,443,1995040
1622961862114,447,1995483
1622961862561,449,1995930
1622961863096,449,1996379
1622961863545,443,1996828
1622961864085,443,1997271
1622961864528,447,1997714
1622961864975,442,1998161
1622961866067,443,1998603
1622961866510,448,1999046
1622961866099,444,1999494
1622961866543,439,1999938
1622961867057,439,2000377
1622961867496,442,2000816
1622961868047,444,2001258
1622961868491,439,2001702
1622961868930,436,2002141
1622961869037,441,2002577
1622961869478,442,2003018
1622961870030,440,2003460
1622961870470,437,2003900
1622961871030,438,2004337
1622961871468,443,2004775
1622961872008,440,2005218
1622961872448,436,2005658
1622961872884,442,2006094
1622961873012,441,2006536
1622961873453,440,2006977
1622961873988,438,2007417
1622961874426,439,2007855
1622961874987,441,2008294
1622961875428,439,2008735
1622961875867,435,2009174
1622961876467,439,2009609
1622961876906,438,2010048
1622961877450,441,2010486
1622961877891,438,2010927
1622961878450,441,2011365
1622961878891,438,2011806
1622961879450,439,2012244
1622961879889,439,2012683
1622961880328,443,2013122
1622961881427,443,2013565
1622961881870,448,2014008
1622961881451,445,2014456
1622961881896,446,2014901
1622961882401,450,2015347
1622961882851,452,2015797
1622961883389,453,2016249
1622961883842,449,2016702
1622961884392,452,2017151
1622961884844,452,2017603
1622961885296,451,2018055
1622961885387,449,2018506
1622961885836,451,2018955
1622961886358,450,2019406
1622961886808,450,2019856
1622961887369,453,2020306
1622961887822,453,2020759
1622961888353,451,2021212
1622961888804,451,2021663
1622961889255,448,2022114
1622961889349,453,2022562
1622961889802,452,2023015
1622961890333,450,2023467
1622961890783,452,2023917
1622961891328,453,2024369
1622961891781,453,2024822
1622961892307,460,2025275
1622961892767,457,2025735
1622961893289,455,2026192
1622961893744,460,2026647
1622961894204,456,2027107
1622961894288,453,2027563
1622961894741,460,2028016
1622961895287,454,2028476
1622961895741,446,2028930
1622961896261,451,2029376
1622961896712,451,2029827
1622961897267,448,2030278
1622961897715,441,2030726
1622961898156,446,2031167
1622961898238,449,2031613
1622961898687,444,2032062
1622961899249,438,2032506
1622961899687,447,2032944
1622961900227,444,2033391
1622961900671,438,2033835
1622961901211,442,2034273
1622961901653,441,2034715
1622961902210,443,2035156
1622961902653,437,2035599
1622961903090,441,2036036
1622961903210,445,2036477
1622961903655,442,2036922
1622961904183,438,2037364
1622961904621,442,2037802
1622961905187,446,2038244
1622961905633,442,2038690
1622961906075,438,2039132
1622961907167,440,2039570
1622961907607,446,2040010
1622961907295,443,2040456
1622961907738,438,2040899
1622961908146,441,2041337
1622961908587,439,2041778
1622961909131,445,2042217
1622961909576,438,2042662
1622961910014,439,2043100
1622961910128,444,2043539
1622961910572,439,2043983
1622961911130,438,2044422
1622961911568,444,2044860
1622961912103,442,2045304
1622961912545,440,2045746
1622961913107,436,2046186
1622961913543,439,2046622
1622961913982,444,2047061
1622961914090,440,2047505
1622961914530,436,2047945
1622961916067,440,2048381
1622961916507,439,2048821
1622961916079,440,2049260
1622961916519,438,2049700
1622961916957,437,2050138
1622961917071,443,2050575
1622961917514,438,2051018
1622961918038,435,2051456
1622961918473,441,2051891
1622961919050,438,2052332
1622961919488,439,2052770
1622961920020,434,2053209
1622961920454,437,2053643
1622961920891,440,2054080
1622961921331,437,2054520
1622961921030,434,2054957
1622961922011,432,2055391
1622961922443,435,2055823
1622961923010,438,2056258
1622961923448,433,2056696
1622961923881,427,2057129
1622961923979,435,2057556
1622961924414,431,2057991
1622961924990,433,2058422
1622961925423,426,2058855
1622961926452,429,2059281
1622961926881,428,2059710
1622961927309,433,2060138
1622961927742,427,2060571
1622961927442,424,2060998
1622961928451,427,2061422
1622961928878,428,2061849
1622961929306,430,2062277
1622961929433,426,2062707
1622961930435,424,2063133
1622961930859,853,2063557
1622961932408,427,2064410
1622961932835,423,2064837
1622961932457,424,2065260
1622961932881,424,2065684
1622961933305,429,2066108
1622961933391,426,2066537
1622961933817,423,2066963
1622961934389,424,2067386
1622961934813,422,2067810
1622961935366,431,2068232
1622961935797,426,2068663
1622961936223,423,2069089
1622961936371,425,2069512
1622961936796,425,2069937
1622961937348,431,2070362
1622961937779,428,2070793
1622961938350,424,2071221
1622961938774,428,2071645
1622961939202,426,2072073
1622961939327,437,2072499
1622961939764,431,2072936
1622961940316,426,2073367
1622961940742,432,2073793
1622961941312,428,2074225
1622961941740,433,2074653
1622961942173,428,2075086
1622961942292,426,2075514
1622961942718,431,2075940
1622961943290,430,2076371
1622961943720,430,2076801
1622961944289,424,2077231
1622961944713,426,2077655
1622961945139,432,2078081
1622961945270,430,2078513
1622961945700,426,2078943
1622961946269,423,2079369
1622961946692,426,2079792
1622961947250,428,2080218
1622961947678,425,2080646
1622961948103,426,2081071
1622961948231,426,2081497
1622961948657,427,2081923
1622961949230,428,2082350
1622961949658,429,2082778
1622961950226,428,2083207
1622961950654,429,2083635
1622961951083,428,2084064
1622961951209,429,2084492
1622961951638,428,2084921
1622961952209,428,2085349
1622961952637,428,2085777
1622961953182,428,2086205
1622961953610,431,2086633
1622961954041,431,2087064
1622961954190,430,2087495
1622961954620,430,2087925
1622961955170,433,2088355
1622961955603,431,2088788
1622961956170,431,2089219
1622961956601,430,2089650
1622961957031,432,2090080
1622961957147,437,2090512
1622961957584,436,2090949
1622961958148,435,2091385
1622961958583,434,2091820
1622961959130,438,2092254
1622961959568,442,2092692
1622961960010,440,2093134
1622961960128,440,2093574
1622961960568,442,2094014
1622961961104,442,2094456
1622961961546,443,2094898
1622961962091,443,2095341
1622961962534,441,2095784
1622961963088,445,2096225
1622961963533,445,2096670
1622961963978,445,2097115
1622961965071,452,2097560
1622961965523,449,2098012
1622961965113,452,2098461
1622961965565,453,2098913
1622961967044,452,2099366
1622961967496,455,2099818
1622961967278,456,2100273
1622961967734,450,2100729
1622961968048,455,2101179
1622961968503,456,2101634
1622961968959,450,2102090
1622961969024,456,2102540
1622961969480,455,2102996
1622961970031,449,2103451
1622961970480,444,2103900
1622961971003,448,2104344
1622961971451,451,2104792
1622961972007,443,2105243
1622961972450,440,2105686
1622961972890,445,2106126
1622961972991,444,2106571
1622961973435,439,2107015
1622961973987,445,2107454
1622961974432,445,2107899
1622961975471,445,2108344
1622961975916,439,2108789
1622961976465,443,2109228
1622961976908,448,2109671
1622961977356,442,2110119
1622961977448,438,2110561
1622961977886,444,2110999
1622961978431,444,2111443
1622961978875,441,2111887
1622961979429,443,2112328
1622961979872,441,2112771
1622961980410,447,2113212
1622961980857,441,2113659
1622961981298,440,2114100
1622961981409,449,2114540
1622961981858,444,2114989
1622961983411,438,2115433
1622961983849,439,2115871
1622961983469,441,2116310
1622961983910,447,2116751
1622961984369,438,2117198
1622961984807,435,2117636
1622961985242,442,2118071
1622961985367,441,2118513
1622961985808,438,2118954
1622961986350,438,2119392
1622961986788,438,2119830
1622961987348,440,2120268
1622961987788,434,2120708
1622961988222,434,2121142
1622961988326,439,2121576
1622961988765,437,2122015
1622961989316,437,2122452
1622961989753,433,2122889
1622961990308,437,2123322
1622961990745,442,2123759
1622961991308,438,2124201
1622961991746,432,2124639
1622961992178,436,2125071
1622961992308,437,2125507
1622961992745,437,2125944
1622961993279,430,2126381
1622961993709,431,2126811
1622961994269,437,2127242
1622961994706,436,2127679
1622961995142,434,2128115
1622961995260,432,2128549
1622961995692,437,2128981
1622961996250,441,2129418
1622961996691,438,2129859
1622961997247,434,2130297
1622961997681,438,2130731
1622961998119,438,2131169
1622961998250,439,2131607
1622961998689,435,2132046
1622961999228,431,2132481
1622961999659,440,2132912
