timestamp,heartrate,rmssd,sdnn,alpha1,filtered,samples,droppedPercent
1622959939701,,8,,1.85,0,114,0
1622959941333,,8,,1.85,0,116,0
1622959941689,,8,,1.85,0,117,0
1622959943330,,8,,1.85,0,119,0
1622959944316,,8,,1.85,0,121,0
1622959944664,,8,,1.85,0,122,0
1622959946777,,8,,1.85,0,124,0
1622959947126,,8,,1.85,0,125,0
1622959948741,,8,,1.79,0,127,0
1622959949151,,8,,1.79,0,128,0
1622959950740,,8,,1.79,0,130,0
1622959951725,,8,,1.79,0,132,0
1622959952073,,8,,1.79,0,133,0
1622959953721,,8,,1.79,0,135,0
1622959954053,,8,,1.79,0,136,0
1622959955684,,8,,1.79,0,138,0
