timestamp,heartrate,rmssd,sdnn,alpha1,filtered,samples,droppedPercent
1622961411051,,4,,0.93,2,274,1
1622961412495,,4,,0.93,2,275,1
1622961413031,,4,,0.93,2,275,1
1622961414018,,4,,0.93,2,274,1
1622961415431,,4,,0.93,2,275,1
1622961415998,,4,,0.93,2,275,1
1622961417973,,4,,0.93,2,273,1
1622961417996,,4,,0.93,2,275,1
1622961420379,,4,,0.93,2,273,1
1622961419988,,4,,0.93,2,275,1
1622961420939,,4,,0.93,2,275,1
1622961422384,,4,,0.93,2,276,1
1622961422921,,4,,0.93,2,276,1
1622961423916,,4,,0.93,2,275,1
1622961425338,,4,,0.93,2,276,1
1622961425891,,4,,0.93,2,276,1
1622961426884,,4,,0.93,2,276,1
1622961428293,,4,,0.93,2,276,1
1622961428437,,4,,0.75,2,275,1
1622961430691,,4,,0.75,4,274,1
1622961431332,,4,,0.75,4,271,1
1622961432321,,4,,0.75,4,271,1
1622961433732,,4,,0.75,4,272,1
1622961434296,,4,,0.75,4,271,1
1622961435292,,4,,0.75,4,271,1
1622961436680,,4,,0.75,4,272,1
1622961437257,,4,,0.75,4,272,1
1622961438652,,4,,0.75,4,275,1
1622961439252,,4,,0.75,4,272,1
1622961440219,,4,,0.75,4,272,1
1622961441634,,4,,0.75,4,272,1
1622961442217,,4,,0.75,4,274,1
1622961443229,,4,,0.75,4,272,1
1622961444631,,4,,0.75,4,273,1
1622961445215,,4,,0.75,4,272,1
1622961446192,,4,,0.75,4,272,1
1622961448609,,4,,0.79,4,270,1
1622961448304,,4,,0.79,4,272,1
1622961449184,,4,,0.79,4,272,1
1622961450173,,4,,0.79,4,272,1
1622961451605,,4,,0.79,4,272,1
1622961452147,,4,,0.79,4,274,1
1622961453153,,4,,0.79,4,274,1
1622961454134,,4,,0.79,4,274,1
1622961455586,,4,,0.79,4,274,1
1622961456121,,4,,0.79,4,274,1
1622961457103,,4,,0.79,4,274,1
1622961458103,,4,,0.79,4,273,1
1622961459552,,4,,0.79,4,274,1
1622961460079,,4,,0.79,4,274,1
1622961461081,,4,,0.79,4,273,1
1622961462056,,4,,0.79,4,273,1
1622961463487,,4,,0.79,4,274,1
1622961464022,,4,,0.79,4,273,1
1622961465023,,4,,0.79,4,273,1
1622961466442,,4,,0.79,4,273,1
1622961467983,,4,,0.88,4,273,1
1622961468080,,4,,0.88,4,275,1
1622961469965,,4,,0.88,4,270,1
1622961470412,,4,,0.88,4,273,1
1622961470531,,4,,0.88,4,272,1
1622961471930,,4,,0.88,4,271,1
1622961473807,,4,,0.88,6,271,1
1622961473917,,4,,0.88,4,273,2
1622961474914,,4,,0.88,4,272,1
1622961476330,,4,,0.88,4,273,1
1622961476892,,4,,0.88,4,273,1
1622961477870,,4,,0.88,4,272,1
1622961479314,,4,,0.88,4,273,1
1622961479866,,4,,0.88,4,273,1
1622961481348,,4,,0.88,4,270,1
1622961482338,,4,,0.88,4,270,1
1622961483749,,4,,0.88,4,270,1
1622961484321,,4,,0.88,4,270,1
1622961485317,,4,,0.88,4,270,1
1622961486729,,4,,0.88,4,270,1
1622961487276,,4,,0.88,4,270,1
1622961488274,,4,,0.9,4,272,1
1622961489685,,4,,0.9,4,271,1
1622961490248,,4,,0.9,4,270,1
1622961491232,,4,,0.9,4,270,1
1622961492218,,4,,0.9,4,270,1
1622961493662,,4,,0.9,4,273,1
1622961494198,,4,,0.9,4,270,1
1622961495200,,4,,0.9,4,270,1
1622961496618,,4,,0.9,4,271,1
1622961497175,,4,,0.9,4,270,1
1622961498156,,4,,0.9,4,270,1
1622961499589,,4,,0.9,4,271,1
1622961500152,,4,,0.9,4,271,1
1622961501134,,4,,0.9,4,270,1
1622961502555,,4,,0.9,4,273,1
1622961503112,,4,,0.9,4,273,1
1622961504104,,4,,0.9,4,273,1
1622961505094,,4,,0.9,4,273,1
1622961506079,,4,,0.9,4,272,1
1622961507508,,4,,0.9,6,270,1
1622961508494,,4,,0.8,6,271,2
1622961509053,,4,,0.8,6,271,2
1622961510043,,4,,0.8,6,270,2
1622961511458,,4,,0.8,6,271,2
1622961512026,,4,,0.8,6,271,2
1622961513007,,4,,0.8,6,270,2
1622961514414,,4,,0.8,6,271,2
1622961514986,,4,,0.8,6,271,2
1622961515970,,4,,0.8,6,271,2
1622961518399,,4,,0.8,6,269,2
1622961517991,,4,,0.8,6,271,2
1622961518952,,4,,0.8,6,271,2
1622961520387,,4,,0.8,6,271,2
1622961521938,,4,,0.8,6,269,2
1622961521956,,4,,0.8,6,271,2
1622961523343,,4,,0.8,6,271,2
1622961523912,,4,,0.8,6,271,2
1622961524892,,4,,0.8,6,271,2
1622961526327,,4,,0.8,6,272,2
1622961526876,,4,,0.8,6,271,2
1622961527873,,4,,0.8,6,271,2
1622961528862,,4,,0.8,6,271,2
1622961530803,,4,,0.8,6,269,2
1622961531349,,4,,0.8,6,269,2
1622961532347,,3,,0.8,6,268,2
1622961533326,,3,,0.8,6,268,2
1622961534749,,3,,0.8,6,269,2
1622961535307,,3,,0.8,6,268,2
1622961536316,,3,,0.8,6,268,2
1622961537301,,3,,0.8,6,270,2
1622961538753,,3,,0.8,6,269,2
1622961539281,,3,,0.8,6,271,2
1622961540288,,3,,0.8,6,268,2
1622961541264,,3,,0.8,6,268,2
1622961542709,,3,,0.8,6,268,2
1622961543244,,3,,0.8,6,268,2
1622961544233,,3,,0.8,6,268,2
1622961545221,,3,,0.8,6,267,2
1622961546205,,3,,0.8,6,267,2
1622961547656,,3,,0.8,6,268,2
1622961549176,,3,,0.88,6,266,2
1622961549349,,4,,0.88,6,268,2
1622961550176,,4,,0.88,4,269,2
1622961551600,,3,,0.88,4,272,1
1622961552153,,4,,0.88,4,272,1
1622961553126,,4,,0.88,4,272,1
1622961554141,,4,,0.88,4,271,1
1622961555555,,4,,0.88,4,272,1
1622961556110,,4,,0.88,4,272,1
1622961557089,,4,,0.88,4,271,1
1622961558532,,4,,0.88,4,272,1
1622961559060,,4,,0.88,4,271,1
1622961560061,,4,,0.88,4,271,1
1622961561053,,4,,0.88,4,271,1
1622961562482,,4,,0.88,4,271,1
1622961563028,,4,,0.88,4,271,1
1622961564007,,4,,0.88,4,271,1
1622961565446,,4,,0.88,4,271,1
1622961566013,,4,,0.88,4,271,1
1622961567970,,4,,0.81,4,271,1
1622961568084,,4,,0.81,4,273,1
1622961568963,,4,,0.81,4,270,1
1622961570405,,4,,0.81,5,269,1
1622961570938,,4,,0.81,6,268,2
1622961572376,,4,,0.81,6,268,2
1622961572911,,4,,0.81,6,268,2
1622961574889,,4,,0.81,6,266,2
1622961574904,,4,,0.81,6,268,2
1622961576327,,4,,0.81,6,268,2
1622961576856,,4,,0.81,6,268,2
1622961577878,,4,,0.81,6,268,2
1622961578846,,4,,0.81,6,268,2
1622961580766,,4,,0.81,8,263,2
1622961581324,,4,,0.81,8,263,3
1622961582307,,4,,0.81,8,263,3
1622961583305,,4,,0.81,8,262,3
1622961584699,,4,,0.81,10,260,3
1622961585699,,4,,0.81,10,261,4
1622961586255,,4,,0.81,10,260,4
1622961587682,,4,,0.81,10,263,4
1622961588235,,4,,0.76,10,261,4
1622961589233,,4,,0.76,10,263,4
1622961590643,,4,,0.76,10,261,4
1622961591207,,4,,0.76,10,262,4
1622961592199,,4,,0.76,10,262,4
1622961593621,,4,,0.76,8,264,4
1622961594198,,4,,0.76,8,264,3
1622961595196,,4,,0.76,8,264,3
1622961596614,,4,,0.76,8,264,3
1622961597163,,4,,0.76,8,264,3
1622961598162,,4,,0.76,8,264,3
1622961599160,,4,,0.76,8,263,3
1622961600626,,4,,0.76,8,264,3
1622961601143,,4,,0.76,8,266,3
1622961602142,,4,,0.76,8,266,3
1622961603151,,4,,0.76,8,266,3
1622961604135,,4,,0.76,8,265,3
1622961605594,,4,,0.76,8,266,3
1622961606124,,4,,0.76,8,266,3
1622961607114,,4,,0.76,8,265,3
1622961608094,,4,,0.92,8,265,3
1622961609543,,4,,0.92,8,266,3
1622961610075,,4,,0.92,8,265,3
1622961611050,,4,,0.92,8,265,3
1622961612055,,4,,0.92,8,265,3
1622961613048,,4,,0.92,8,265,3
1622961614472,,4,,0.92,8,265,3
1622961615029,,4,,0.92,8,265,3
1622961616002,,4,,0.92,8,265,3
1622961617989,,4,,0.92,8,262,3
1622961618482,,4,,0.92,8,265,3
1622961618981,,4,,0.92,8,265,3
1622961619982,,4,,0.92,8,264,3
1622961620987,,4,,0.92,8,264,3
1622961621946,,4,,0.92,8,264,3
1622961622945,,4,,0.92,8,263,3
1622961624366,,4,,0.92,8,264,3
1622961624912,,4,,0.92,8,264,3
1622961625904,,4,,0.92,8,264,3
1622961627880,,4,,0.92,6,264,3
1622961628369,,4,,0.98,6,267,2
1622961628873,,4,,0.98,6,266,2
1622961630359,,4,,0.98,6,264,2
1622961631770,,4,,0.98,6,264,2
1622961632328,,4,,0.98,6,264,2
1622961633328,,4,,0.98,6,264,2
1622961634304,,4,,0.98,6,263,2
1622961635731,,4,,0.98,6,264,2
1622961636283,,4,,0.98,6,264,2
1622961637271,,4,,0.98,6,266,2
1622961638259,,4,,0.98,6,263,2
1622961639681,,4,,0.98,6,264,2
1622961640243,,4,,0.98,6,263,2
1622961641214,,4,,0.98,6,265,2
1622961642646,,4,,0.98,6,264,2
1622961643211,,4,,0.98,6,263,2
1622961644182,,4,,0.98,6,263,2
1622961645609,,4,,0.98,6,264,2
1622961646183,,4,,0.98,6,263,2
1622961647161,,4,,0.98,6,263,2
1622961648573,,4,,0.98,6,264,2
1622961649144,,4,,0.98,6,264,2
1622961650114,,4,,0.98,6,266,2
1622961651548,,4,,0.98,6,266,2
1622961652095,,4,,0.98,6,266,2
1622961653518,,4,,0.98,6,267,2
1622961654067,,4,,0.98,6,267,2
1622961655064,,4,,0.98,6,266,2
1622961656468,,4,,0.98,6,267,2
1622961657023,,4,,0.98,6,267,2
1622961658032,,4,,0.98,6,267,2
1622961659439,,4,,0.98,6,267,2
1622961660002,,4,,0.98,6,267,2
1622961661426,,4,,0.98,6,268,2
1622961661975,,4,,0.98,6,268,2
1622961662992,,4,,0.98,6,267,2
1622961664393,,4,,0.98,6,268,2
1622961664969,,4,,0.98,6,268,2
1622961665949,,4,,0.98,6,268,2
1622961668371,,4,,0.92,6,266,2
1622961668142,,4,,0.92,6,268,2
1622961668945,,4,,0.92,6,270,2
1622961670359,,4,,0.92,6,269,2
1622961670915,,4,,0.92,6,269,2
1622961671914,,4,,0.92,6,268,2
1622961673354,,4,,0.92,6,269,2
1622961673896,,4,,0.92,6,269,2
1622961674897,,4,,0.92,6,269,2
1622961676329,,4,,0.92,6,269,2
1622961676891,,4,,0.92,6,269,2
1622961677875,,4,,0.92,6,269,2
1622961679352,,4,,0.92,6,266,2
1622961680351,,4,,0.92,6,266,2
1622961681785,,4,,0.92,6,267,2
1622961682346,,4,,0.92,6,266,2
1622961683329,,4,,0.92,6,266,2
1622961684312,,4,,0.92,6,266,2
1622961685770,,4,,0.92,6,266,2
1622961686306,,4,,0.92,6,266,2
1622961687288,,4,,0.92,6,268,2
1622961688272,,4,,1.09,6,266,2
1622961689698,,4,,1.09,6,267,2
1622961690255,,4,,1.09,5,268,2
1622961691217,,4,,1.09,4,269,2
1622961692224,,4,,1.09,4,268,1
1622961693621,,4,,1.09,4,269,1
1622961694202,,4,,1.09,4,271,1
1622961695183,,4,,1.09,4,269,1
1622961696610,,4,,1.09,4,269,1
1622961697172,,4,,1.09,4,269,1
1622961698159,,4,,1.09,4,269,1
1622961699575,,4,,1.09,4,270,1
1622961700131,,4,,1.09,4,272,1
1622961701115,,4,,1.09,2,274,1
1622961703088,,4,,1.09,2,272,1
1622961703528,,4,,1.09,2,275,1
1622961704086,,4,,1.09,2,275,1
1622961705069,,4,,1.09,0,277,1
1622961706512,,4,,1.09,0,277,0
1622961707046,,4,,1.09,0,277,0
1622961708052,,4,,1.11,0,276,0
1622961709453,,4,,1.11,0,277,0
1622961710028,,4,,1.11,0,277,0
1622961711504,,4,,1.11,0,274,0
1622961712432,,4,,1.11,0,277,0
1622961712982,,4,,1.11,0,277,0
1622961713988,,4,,1.11,0,276,0
1622961715389,,4,,1.11,0,277,0
1622961716945,,4,,1.11,0,274,0
1622961716988,,4,,1.11,0,276,0
1622961719345,,4,,1.11,0,275,0
1622961718948,,4,,1.11,0,277,0
1622961720338,,4,,1.11,0,278,0
1622961720905,,4,,1.11,0,277,0
1622961721880,,4,,1.11,0,277,0
1622961723301,,4,,1.11,0,278,0
1622961723869,,4,,1.11,0,278,0
1622961724839,,4,,1.11,0,278,0
1622961726250,,4,,1.11,0,278,0
1622961726812,,4,,1.11,0,278,0
1622961728229,,4,,1.11,0,279,0
1622961729300,,4,,0.91,0,276,0
1622961730288,,4,,0.91,0,276,0
1622961731697,,4,,0.91,0,277,0
1622961732273,,4,,0.91,0,277,0
1622961733681,,4,,0.91,0,278,0
1622961734249,,4,,0.91,0,277,0
1622961735242,,4,,0.91,0,277,0
1622961736647,,4,,0.91,0,278,0
1622961737235,,4,,0.91,0,280,0
1622961738211,,4,,0.91,0,277,0
1622961739640,,4,,0.91,0,278,0
1622961740190,,4,,0.91,0,278,0
1622961741620,,4,,0.91,0,279,0
1622961742173,,4,,0.91,0,279,0
1622961743177,,4,,0.91,0,279,0
1622961744586,,4,,0.91,0,279,0
1622961745170,,4,,0.91,0,279,0
1622961746149,,4,,0.91,0,279,0
1622961747562,,4,,0.91,0,282,0
1622961748128,,4,,0.87,0,279,0
1622961749126,,4,,0.87,0,279,0
1622961750530,,4,,0.87,0,282,0
1622961751112,,4,,0.87,0,282,0
1622961752090,,4,,0.87,0,281,0
1622961753080,,4,,0.87,0,281,0
1622961754516,,4,,0.87,0,282,0
1622961755073,,4,,0.87,0,282,0
1622961756082,,4,,0.87,0,281,0
1622961757477,,4,,0.87,0,282,0
1622961758031,,4,,0.87,0,282,0
1622961759029,,4,,0.87,0,282,0
1622961760435,,4,,0.87,0,282,0
1622961761010,,4,,0.87,0,282,0
1622961761992,,4,,0.87,0,282,0
1622961763416,,4,,0.87,0,282,0
1622961763541,,4,,0.87,0,281,0
1622961764950,,4,,0.87,0,281,0
1622961767805,,4,,0.87,2,277,0
1622961766988,,4,,0.87,2,279,1
1622961769349,,4,,0.88,2,277,1
1622961769143,,4,,0.88,2,279,1
1622961769925,,4,,0.88,2,279,1
1622961771337,,4,,0.88,2,280,1
1622961771904,,4,,0.88,2,279,1
1622961772884,,4,,0.88,2,279,1
1622961774288,,4,,0.88,2,279,1
1622961774864,,4,,0.88,2,279,1
1622961775842,,4,,0.88,2,279,1
1622961777263,,4,,0.88,2,279,1
1622961778317,,4,,0.88,2,277,1
1622961780292,,4,,0.88,2,274,1
1622961780752,,4,,0.88,2,277,1
1622961781289,,4,,0.88,2,276,1
1622961782278,,4,,0.88,2,276,1
1622961783703,,4,,0.88,2,277,1
1622961784267,,4,,0.88,2,276,1
1622961785272,,4,,0.88,2,276,1
1622961786686,,4,,0.88,2,277,1
1622961787256,,4,,0.88,2,279,1
1622961788230,,4,,0.82,2,276,1
1622961789658,,4,,0.82,2,277,1
1622961790210,,4,,0.82,2,276,1
1622961791188,,4,,0.82,2,276,1
1622961792607,,4,,0.82,2,277,1
1622961793184,,4,,0.82,2,276,1
1622961794157,,4,,0.82,2,276,1
1622961795588,,4,,0.82,2,277,1
1622961796146,,4,,0.82,2,276,1
1622961797144,,4,,0.82,2,276,1
1622961798562,,4,,0.82,2,277,1
1622961799109,,4,,0.82,2,279,1
1622961800103,,4,,0.82,2,279,1
1622961801530,,4,,0.82,2,280,1
1622961802078,,4,,0.82,2,279,1
1622961803084,,4,,0.82,2,279,1
1622961804474,,4,,0.82,2,280,1
1622961805542,,4,,0.82,2,277,1
1622961806467,,4,,0.82,2,280,1
1622961807039,,4,,0.82,2,280,1
1622961808013,,4,,0.7,2,280,1
1622961809449,,4,,0.7,2,281,1
1622961809993,,4,,0.7,2,280,1
1622961811005,,4,,0.7,2,280,1
1622961812410,,4,,0.7,2,281,1
1622961812992,,4,,0.7,2,281,1
1622961813971,,4,,0.7,2,280,1
1622961815380,,4,,0.7,2,281,1
1622961816960,,4,,0.7,2,278,1
1622961816972,,4,,0.7,2,280,1
1622961818927,,4,,0.7,2,278,1
1622961819404,,4,,0.7,2,281,1
1622961819922,,4,,0.7,2,280,1
1622961820916,,4,,0.7,2,280,1
1622961822329,,4,,0.7,2,281,1
1622961822876,,4,,0.7,2,283,1
1622961823874,,4,,0.7,2,280,1
1622961825316,,4,,0.7,2,281,1
1622961825862,,4,,0.7,2,281,1
1622961826871,,4,,0.7,2,280,1
1622961828358,,4,,0.79,2,278,1
1622961829343,,4,,0.79,2,277,1
1622961830803,,4,,0.79,2,278,1
1622961831334,,4,,0.79,2,280,1
1622961832337,,4,,0.79,2,277,1
1622961833314,,4,,0.79,2,277,1
1622961834777,,4,,0.79,2,278,1
1622961835305,,4,,0.79,2,277,1
1622961836308,,4,,0.79,2,279,1
1622961837293,,4,,0.79,2,277,1
1622961838292,,4,,0.79,2,279,1
1622961839273,,4,,0.79,2,276,1
1622961840719,,4,,0.79,2,276,1
1622961841233,,4,,0.79,2,276,1
1622961842232,,4,,0.79,2,276,1
1622961843203,,4,,0.79,2,275,1
1622961845080,,4,,0.79,2,277,1
1622961844739,,4,,0.79,2,276,1
1622961846180,,4,,0.79,2,275,1
1622961847166,,4,,0.79,2,275,1
1622961848163,,4,,0.89,2,274,1
1622961849586,,4,,0.89,2,277,1
1622961850141,,4,,0.89,2,277,1
1622961851111,,4,,0.89,2,277,1
1622961852121,,4,,0.89,2,276,1
1622961853541,,4,,0.89,2,277,1
1622961853650,,4,,0.89,2,275,1
1622961855961,,4,,0.89,4,274,1
1622961855630,,4,,0.89,4,273,1
1622961857522,,4,,0.89,4,273,1
1622961858052,,4,,0.89,4,273,1
1622961859054,,4,,0.89,4,273,1
1622961860058,,4,,0.89,4,272,1
1622961861485,,4,,0.89,4,273,1
1622961862008,,4,,0.89,4,272,1
1622961863010,,4,,0.89,4,272,1
1622961863988,,4,,0.89,4,272,1
1622961865417,,4,,0.89,4,272,1
1622961866958,,4,,0.89,4,270,1
1622961866982,,4,,0.89,4,272,1
1622961867938,,4,,0.87,4,271,1
1622961869366,,4,,0.87,4,272,1
1622961869920,,4,,0.87,4,272,1
1622961870907,,4,,0.87,4,271,1
1622961871911,,4,,0.87,4,271,1
1622961873326,,4,,0.87,4,272,1
1622961873893,,4,,0.87,4,272,1
1622961874865,,4,,0.87,4,271,1
1622961876302,,4,,0.87,4,272,1
1622961877344,,4,,0.87,4,269,1
1622961878329,,4,,0.87,4,269,1
1622961879329,,4,,0.87,4,269,1
1622961880771,,4,,0.87,4,269,1
1622961882318,,4,,0.87,4,267,1
1622961882342,,4,,0.87,4,269,1
1622961883303,,4,,0.87,4,268,1
1622961884291,,4,,0.87,4,269,1
1622961885747,,4,,0.87,4,270,1
1622961886287,,4,,0.87,4,272,1
1622961887258,,4,,0.87,2,271,1
1622961888275,,4,,0.93,2,273,1
1622961889703,,4,,0.93,2,271,1
1622961890254,,4,,0.93,2,271,1
1622961891235,,4,,0.93,2,270,1
1622961892234,,4,,0.93,2,270,1
1622961893224,,4,,0.93,2,270,1
1622961894660,,4,,0.93,2,270,1
1622961895201,,4,,0.93,2,270,1
1622961896187,,4,,0.93,2,270,1
1622961897163,,4,,0.93,2,269,1
1622961898602,,4,,0.93,2,272,1
1622961899131,,4,,0.93,2,272,1
1622961900134,,4,,0.93,2,274,1
1622961901109,,4,,0.93,2,271,1
1622961902094,,4,,0.93,2,271,1
1622961903531,,4,,0.93,2,272,1
1622961904097,,4,,0.93,2,271,1
1622961905063,,4,,0.93,2,271,1
1622961906513,,4,,0.93,2,272,1
1622961908053,,4,,0.95,2,269,1
1622961908176,,4,,0.95,2,271,1
1622961909026,,4,,0.95,2,271,1
1622961910453,,4,,0.95,2,271,1
1622961911011,,4,,0.95,2,271,1
1622961912012,,4,,0.95,2,271,1
1622961912985,,4,,0.95,2,270,1
1622961914426,,4,,0.95,2,271,1
1622961914966,,4,,0.95,2,271,1
1622961916946,,4,,0.95,2,268,1
1622961917394,,4,,0.95,2,271,1
1622961917952,,4,,0.95,2,271,1
1622961918914,,4,,0.95,2,270,1
1622961919927,,4,,0.95,2,270,1
1622961921768,,4,,0.95,2,272,1
1622961921464,,4,,0.95,2,270,1
1622961922878,,4,,0.95,2,270,1
1622961924308,,4,,0.95,2,271,1
1622961924845,,4,,0.95,2,270,1
1622961925849,,4,,0.95,2,270,1
1622961928169,,4,,0.95,2,269,1
1622961927866,,4,,0.96,2,268,1
1622961929736,,4,,0.96,2,268,1
1622961929859,,4,,0.96,2,267,1
1622961931712,,4,,0.96,3,266,1
1622961933258,,4,,0.96,4,262,1
1622961933734,,4,,0.96,4,265,2
1622961934240,,4,,0.96,4,265,2
1622961935235,,4,,0.96,4,264,2
1622961936646,,4,,0.96,4,267,2
1622961937221,,4,,0.96,4,265,1
1622961938207,,4,,0.96,4,267,2
1622961939628,,4,,0.96,4,265,1
1622961940195,,4,,0.96,4,265,2
1622961941174,,4,,0.96,4,265,2
1622961942601,,4,,0.96,4,265,2
1622961943149,,4,,0.96,4,265,2
1622961944150,,4,,0.96,4,265,2
1622961945571,,4,,0.96,4,265,2
1622961946126,,4,,0.96,4,265,2
1622961947118,,4,,0.96,4,265,2
1622961948529,,4,,0.83,4,268,2
1622961949084,,4,,0.83,4,268,1
1622961950087,,4,,0.83,4,268,1
1622961951511,,4,,0.83,4,268,1
1622961952066,,4,,0.83,4,268,1
1622961953065,,4,,0.83,4,268,1
1622961954472,,4,,0.83,4,269,1
1622961955050,,4,,0.83,4,268,1
1622961956034,,4,,0.83,4,268,1
1622961957463,,4,,0.83,4,269,1
1622961958020,,4,,0.83,4,269,1
1622961959017,,4,,0.83,4,269,1
1622961960450,,4,,0.83,4,270,1
1622961961010,,4,,0.83,4,269,1
1622961961989,,4,,0.83,4,269,1
1622961962975,,4,,0.83,4,269,1
1622961964423,,4,,0.83,4,270,1
1622961965972,,4,,0.83,4,267,1
1622961966018,,4,,0.83,4,269,1
1622961967951,,4,,0.94,4,267,1
1622961968184,,4,,0.94,4,267,1
1622961969409,,4,,0.94,4,270,1
1622961969935,,4,,0.94,4,269,1
1622961970924,,4,,0.94,4,269,1
1622961971902,,4,,0.94,4,269,1
1622961973335,,4,,0.94,4,270,1
1622961973874,,4,,0.94,4,269,1
1622961974877,,4,,0.94,4,270,1
1622961976355,,4,,0.94,2,270,1
1622961977798,,4,,0.94,2,270,1
1622961978330,,4,,0.94,2,270,1
1622961979316,,4,,0.94,2,270,1
1622961980313,,4,,0.94,2,270,1
1622961981738,,4,,0.94,2,270,1
1622961982302,,4,,0.94,2,270,1
1622961984288,,4,,0.94,2,268,1
1622961984357,,4,,0.94,2,270,1
1622961985684,,4,,0.94,2,270,1
1622961986246,,4,,0.94,2,272,1
1622961987226,,4,,0.94,2,270,1
1622961988656,,4,,0.9,2,271,1
1622961989202,,4,,0.9,2,270,1
1622961990186,,4,,0.9,2,270,1
1622961991187,,4,,0.9,2,270,1
1622961992614,,4,,0.9,2,271,1
1622961993182,,4,,0.9,2,270,1
1622961994140,,4,,0.9,2,270,1
1622961995576,,4,,0.9,2,271,1
1622961996129,,4,,0.9,2,270,1
1622961997129,,4,,0.9,2,272,1
1622961998557,,4,,0.9,2,273,1
1622961999124,,4,,0.9,2,273,1
1622962000099,,4,,0.9,2,273,1
1622962001084,,4,,0.9,2,272,1
1622962002513,,4,,0.9,2,275,1
1622962003081,,4,,0.9,2,273,1
1622962004061,,4,,0.9,2,273,1
1622962005470,,4,,0.9,2,274,1
1622962006047,,4,,0.9,2,273,1
1622962007030,,4,,0.9,2,273,1
1622962008454,,4,,0.88,2,274,1
1622962009990,,4,,0.88,2,271,1
1622962010039,,4,,0.88,2,273,1
1622962011393,,4,,0.88,2,274,1
1622962011968,,4,,0.88,2,274,1
1622962012945,,4,,0.88,2,274,1
1622962013939,,4,,0.88,2,274,1
1622962016353,,4,,0.88,2,272,1
1622962015951,,4,,0.88,2,274,1
1622962017905,,4,,0.88,2,272,1
1622962018368,,4,,0.88,2,275,1
1622962018915,,4,,0.88,2,274,1
1622962019896,,4,,0.88,2,274,1
1622962021305,,4,,0.88,2,275,1
1622962021868,,4,,0.88,2,275,1
1622962022861,,4,,0.88,2,275,1
1622962023853,,4,,0.88,2,274,1
1622962025293,,4,,0.88,2,275,1
1622962026352,,4,,0.88,2,272,1
1622962027334,,4,,0.88,2,274,1
1622962028766,,4,,0.82,2,273,1
1622962029313,,4,,0.82,2,273,1
1622962030288,,4,,0.82,2,272,1
1622962031284,,4,,0.82,2,272,1
1622962032715,,4,,0.82,2,273,1
1622962033280,,4,,0.82,2,273,1
1622962034663,,4,,0.82,2,272,1
1622962035260,,4,,0.82,2,272,1
1622962036274,,4,,0.82,2,274,1
1622962037700,,4,,0.82,2,272,1
1622962038252,,4,,0.82,2,272,1
1622962039237,,4,,0.82,2,272,1
1622962040231,,4,,0.82,2,272,1
1622962041226,,4,,0.82,2,270,1
1622962042209,,4,,0.82,2,271,1
1622962043682,,4,,0.82,2,272,1
1622962044211,,4,,0.82,2,271,1
1622962045210,,4,,0.82,2,271,1
1622962046208,,4,,0.82,2,271,1
1622962047193,,4,,0.82,2,273,1
1622962048181,,4,,1.02,2,271,1
1622962049169,,4,,1.02,2,272,1
1622962050157,,4,,1.02,2,271,1
1622962051141,,4,,1.02,2,272,1
1622962052598,,4,,1.02,1,274,1
1622962053118,,4,,1.02,1,276,0
1622962054088,,4,,1.02,0,274,0
1622962055072,,4,,1.02,0,274,0
1622962056064,,4,,1.02,0,274,0
1622962057486,,4,,1.02,0,274,0
1622962058052,,4,,1.02,0,274,0
1622962059012,,4,,1.02,0,274,0
1622962060017,,4,,1.02,0,273,0
1622962061540,,4,,1.02,0,274,0
1622962062981,,4,,1.02,0,271,0
1622962062983,,4,,1.02,0,273,0
1622962063969,,4,,1.02,0,273,0
1622962066390,,4,,1.02,0,271,0
1622962065951,,4,,1.02,0,273,0
1622962067923,,4,,1.16,0,271,0
1622962067949,,4,,1.16,0,273,0
1622962069344,,4,,1.16,0,273,0
1622962069891,,4,,1.16,0,273,0
1622962070891,,4,,1.16,0,273,0
1622962071875,,4,,1.16,0,272,0
1622962073312,,4,,1.16,0,273,0
1622962073863,,4,,1.16,0,273,0
1622962075344,,4,,1.16,0,270,0
1622962076349,,4,,1.16,0,270,0
1622962077776,,4,,1.16,0,270,0
1622962078315,,4,,1.16,0,270,0
1622962079303,,4,,1.16,0,270,0
1622962080284,,4,,1.16,0,269,0
1622962081713,,4,,1.16,0,270,0
1622962082268,,4,,1.16,0,270,0
1622962083252,,4,,1.16,0,270,0
1622962084681,,4,,1.16,0,270,0
1622962085232,,4,,1.16,0,272,0
1622962087219,,4,,1.16,0,270,0
1622962087227,,4,,1.16,0,272,0
1622962088641,,4,,1.03,0,271,0
1622962089177,,4,,1.03,0,270,0
1622962090174,,4,,1.03,0,270,0
1622962091588,,4,,1.03,0,271,0
1622962092149,,4,,1.03,0,271,0
1622962093144,,4,,1.03,0,270,0
1622962094572,,4,,1.03,0,271,0
1622962095132,,4,,1.03,0,271,0
1622962096103,,4,,1.03,0,273,0
1622962097538,,4,,1.03,0,274,0
1622962098074,,4,,1.03,0,273,0
1622962099076,,4,,1.03,0,273,0
1622962100479,,4,,1.03,0,274,0
1622962101088,,4,,1.03,0,274,0
1622962102044,,4,,1.03,0,273,0
1622962103492,,4,,1.03,0,274,0
1622962104021,,4,,1.03,0,276,0
1622962105441,,4,,1.03,0,275,0
1622962105999,,4,,1.03,0,274,0
1622962106578,,4,,1.03,0,273,0
1622962107979,,4,,1.0,0,273,0
